Enrichment FDR;nGenes;Pathway Genes;Fold Enrichment;Pathway;URL;Genes
0.00296018326473136;3;29;53.5845410628019;GO:0043950 positive reg. of cAMP-mediated signaling;http://amigo.geneontology.org/amigo/term/GO:0043950; Pomc  Chga  Gnas
0.00551018226986264;4;65;20.0942028985507;GO:0043903 reg. of biological proc. involved in symbiotic interaction;http://amigo.geneontology.org/amigo/term/GO:0043903;Ifitm3  Ifitm2  P4hb  Pomc
0.00164691950112408;7;157;9.78500315059861;GO:0002181 cytoplasmic translation;http://amigo.geneontology.org/amigo/term/GO:0002181;Rpl8  Rpl9  Rps11  Rps18  Rpl19  Rps24  Rpl18
0.00331767544989482;7;264;8.03768115942029;GO:0015850 organic hydroxy compound transport;http://amigo.geneontology.org/amigo/term/GO:0015850;Pomc  Chga  Rbp4  Apoe  Anxa2  Emb  Nmb
7.02413215210807e-05;18;869;4.43118716292696;GO:0006518 peptide metabolic proc.;http://amigo.geneontology.org/amigo/term/GO:0006518;Rpl8  Eef1b2  Cpe  Rpl9  Rps11  Rps18  Rpl19  Rps24  Rpl18  Apoe  Rps5  Clu  Igfbp5  Pam  Vim  Ctsh  Fau  Rps27
0.00283942790868394;13;672;4.07367856032997;GO:0006412 translation;http://amigo.geneontology.org/amigo/term/GO:0006412;Rpl8  Eef1b2  Rpl9  Rps11  Rps18  Rpl19  Rps24  Rpl18  Rps5  Igfbp5  Vim  Fau  Rps27
0.000740209925303662;15;1055;4.07314923619271;GO:0008284 positive reg. of cell population proliferation;http://amigo.geneontology.org/amigo/term/GO:0008284;Prl  Timp1  Igfbp5  Glul  Ptn  Esm1  Pou1f1  Ascl1  Nmb  Ctsh  Ctsz  Clu  Vim  Gnas  Anxa2
0.00296018326473136;13;696;3.95046711049012;GO:0043043 peptide biosynthetic proc.;http://amigo.geneontology.org/amigo/term/GO:0043043;Rpl8  Eef1b2  Rpl9  Rps11  Rps18  Rpl19  Rps24  Rpl18  Rps5  Igfbp5  Vim  Fau  Rps27
0.000740209925303662;16;1096;3.82178004608394;GO:0051241 negative reg. of multicellular organismal proc.;http://amigo.geneontology.org/amigo/term/GO:0051241;Mt3  Timp1  Apoe  Sparc  Pomc  Cd9  B2m  Rbp4  Nmb  Igfbp5  Gnas  Cga  Ptn  Anxa2  Cd63  Cpe
0.00296018326473136;14;814;3.671371492068;GO:0043604 amide biosynthetic proc.;http://amigo.geneontology.org/amigo/term/GO:0043604;Rpl8  Eef1b2  Rpl9  Rps11  Rps18  Rpl19  Rps24  Rpl18  Rps5  Igfbp5  Pam  Vim  Fau  Rps27
0.000740209925303662;18;1132;3.50735177865613;GO:0043603 cellular amide metabolic proc.;http://amigo.geneontology.org/amigo/term/GO:0043603;Rpl8  Eef1b2  Cpe  Rpl9  Rps11  Rps18  Rpl19  Rps24  Rpl18  Apoe  Rps5  Clu  Igfbp5  Pam  Vim  Ctsh  Fau  Rps27
0.000740209925303662;18;1126;3.41222313371616;GO:0034645 cellular macromolecule biosynthetic proc.;http://amigo.geneontology.org/amigo/term/GO:0034645;Rpl8  Itm2b  Eef1b2  Itm2c  Rpl9  Rps11  Rps18  Rpl19  Rps24  Rpl18  Apoe  Rps5  Igfbp5  Glul  Vim  Fau  Rps27  Mt3
0.00554934160808284;14;956;3.39962345111432;GO:0030334 reg. of cell migration;http://amigo.geneontology.org/amigo/term/GO:0030334;Tmsb10  Cd9  Timp1  Apoe  Sparc  Igfbp5  Glul  Hspa5  S100a11  Ctsh  Ptn  Cd63  Ifitm3  Vim
0.000159020378224975;22;1765;3.35538871930259;GO:0042127 reg. of cell population proliferation;http://amigo.geneontology.org/amigo/term/GO:0042127;Prl  Ascl1  Ifitm3  Cd9  Timp1  Apoe  Sparc  Clu  Igfbp5  Glul  S100a11  Ptn  Esm1  B2m  Pou1f1  Rbp4  Nmb  Ctsh  Ctsz  Vim  Gnas  Anxa2
0.00296018326473136;18;1498;2.99540912773427;GO:2000026 reg. of multicellular organismal development;http://amigo.geneontology.org/amigo/term/GO:2000026;Ascl1  Prl  Mt3  Anxa2  S100a10  Sparc  Glul  Ptn  Mgp  S100a1  B2m  Rbp4  Gnas  Tent5a  Ctsh  Apoe  Vim  Hspa5
0.000522684618703931;23;2102;2.9297411516112;GO:0008283 cell population proliferation;http://amigo.geneontology.org/amigo/term/GO:0008283;Prl  Ascl1  Ifitm3  Cd9  Timp1  Apoe  Sparc  Clu  Igfbp5  Glul  S100a11  Ptn  Esm1  Penk  B2m  Pou1f1  Rbp4  Nmb  Ctsh  Ctsz  Vim  Gnas  Anxa2
7.02413215210807e-05;30;2872;2.75263053404804;GO:0051239 reg. of multicellular organismal proc.;http://amigo.geneontology.org/amigo/term/GO:0051239;Apoe  Ascl1  Pomc  Prl  Nmb  Mt3  Anxa2  S100a10  Timp1  Sparc  Clu  Glul  Ptn  Mgp  Cd9  S100a1  Penk  B2m  Pou1f1  Rbp4  Igfbp5  Gnas  Cga  Tent5a  Ctsh  Chga  Cd63  Vim  Cpe  Hspa5
0.000522684618703931;26;2831;2.67751070012719;GO:0009605 response to external stimulus;http://amigo.geneontology.org/amigo/term/GO:0009605;Chga  Prl  Emb  Ifitm3  Dapl1  Gap43  Ifitm2  Nmb  Vim  Ldha  Apoe  Ascl1  Pomc  Clu  Cd63  Hspa5  Cd9  Fau  Penk  Glul  Tent5a  Rbp4  Ptn  Mt3  Anxa2  B2m
0.00318786689988213;25;2651;2.31767046119386;GO:0050793 reg. of developmental proc.;http://amigo.geneontology.org/amigo/term/GO:0050793;Ascl1  Prl  Mt3  Anxa2  S100a10  Apoe  Sparc  P4hb  Glul  Ptn  Mgp  S100a1  B2m  Igfbp5  Pou1f1  Rbp4  Gnas  Cga  Tent5a  Ctsh  Clu  Ifitm3  Vim  Cpe  Hspa5
0.00283942790868394;27;2914;2.25942104429305;GO:0032879 reg. of localization;http://amigo.geneontology.org/amigo/term/GO:0032879;Pomc  Chga  Prl  Nmb  Mest  Tmsb10  Anxa2  S100a10  Cd9  Timp1  Apoe  Sparc  Clu  Rbp4  Cd63  Igfbp5  Pam  Glul  Hspa5  S100a11  Ctsh  B2m  Gnas  Ptn  Btf3  Ifitm3  Vim
