Enrichment FDR;nGenes;Pathway Genes;Fold Enrichment;Pathway;URL;Genes
7.41777631244521e-24;29;63;10.7653866738025;GO:0042776 proton motive force-driven mitochondrial ATP synthesis;http://amigo.geneontology.org/amigo/term/GO:0042776;Sdhd  Ndufb2  Ndufs3  Sdhb  Ndufa2  Ndufa1  Ndufa12  Ndufa6  Ndufb4  Ndufa5  Ndufv3  Ndufv2  Ndufb8  Ndufb3  Ndufa8  Ndufb5  Ndufs5  Ndufc2  Ndufab1  Ndufb11  Ndufb7  Ndufa3  Ndufa13  Ndufc1  Ndufv1  Ndufb10  Ndufa7  Ndufs8  Ndufb6
1.86614447383839e-47;71;157;8.33500465431158;GO:0002181 cytoplasmic translation;http://amigo.geneontology.org/amigo/term/GO:0002181;Rpl8  Rplp1  Rpl15  Eif4a2  Denr  Eif3a  Zc3h15  Eif3i  Rpl22  Rpl6  Cnbp  Rpsa  Rpl22l1  Rpl9  Rpl29  Eif4a1  Rpl35a  Rpl26  Rplp0  Rpl31  Rpl24  Rpl13  Rps11  Rps9  Rps18  Rps15a  Rps25  Rpl19  Rps27a  Ncbp2  Rps14  Rps24  Rplp2  Rpl14  Rps20  Rps3  Rps4x  Rpl4  Rps29  Rps16  Rpl12  Rps21  Rps19  Rps2  Rpl18a  Rps8  Rps23  Rpl36al  Rps10  Rpl32  Rpl23a  Rpl30  Rpl18  Rpl11  Rpl3  Rps17  Rpl34  Rpl7a  Rpl27  Rps15  Rps28  Rpl23  Gm2000  Rpl39  Rps13  Pkm  Eif3h  Eif3f  Rpl10a  Eif3k  Eif3g
4.21445927877044e-19;31;80;7.74162916291629;GO:0042773 ATP synthesis coupled electron transport;http://amigo.geneontology.org/amigo/term/GO:0042773;Cox5a  Sdhd  Cox7c  Ndufv3  Ndufv2  Cox4i1  Ndufv1  Cox6a1  Ndufa7  Uqcrq  Gm10053  Uqcr10  Ndufs8  Uqcrh  Ndufb6  Uqcc3  Sdhb  Uqcrc1  Uqcrc2  Ndufs3  Cox6c  Ndufa12  Uqcrb  Ndufb8  Ndufa8  Park7  Ndufc2  Cox5b  Chchd2  Dguok  Iscu
7.07588475021283e-30;50;143;7.38448844884488;GO:0006119 oxidative phosphorylation;http://amigo.geneontology.org/amigo/term/GO:0006119;Cox5a  Sdhd  Cox7c  Ndufv3  Ndufv2  Cox4i1  Ndufv1  Cox6a1  Ndufa7  Uqcrq  Gm10053  Uqcr10  Ndufs8  Uqcrh  Ndufb6  Uqcc3  Ndufb2  Ndufs3  Sdhb  Ndufa2  Ndufa1  Ndufa12  Ndufa6  Ndufb4  Ndufa5  Ndufb8  Uqcrc1  Ndufb3  Ndufa8  Ndufb5  Ndufs5  Ndufc2  Ndufab1  Uqcrc2  Ndufb11  Ndufb7  Ndufa3  Ndufa13  Ndufc1  Ndufb10  Cox6c  Uqcrb  Park7  Cox7b  Cox6b1  Chchd10  Cox5b  Chchd2  Dguok  Iscu
2.48988979241134e-19;35;118;6.86757425742574;GO:0009206 purine ribonucleoside triphosphate biosynthetic proc.;http://amigo.geneontology.org/amigo/term/GO:0009206;Sdhd  Ndufb2  Ndufs3  Sdhb  Ndufa2  Ndufa1  Ndufa12  Ndufa6  Ndufb4  Ndufa5  Ndufv3  Ndufv2  Ndufb8  Ndufb3  Ndufa8  Ndufb5  Ndufs5  Ndufc2  Ndufab1  Ndufb11  Ndufb7  Ndufa3  Ndufa13  Ndufc1  Ndufv1  Ndufb10  Ndufa7  Ndufs8  Ndufb6  Nme2  Nme1  Uqcc3  Dguok  Aldoa  Pkm
4.21445927877044e-19;35;119;6.77084785943383;GO:0009145 purine nucleoside triphosphate biosynthetic proc.;http://amigo.geneontology.org/amigo/term/GO:0009145;Sdhd  Ndufb2  Ndufs3  Sdhb  Ndufa2  Ndufa1  Ndufa12  Ndufa6  Ndufb4  Ndufa5  Ndufv3  Ndufv2  Ndufb8  Ndufb3  Ndufa8  Ndufb5  Ndufs5  Ndufc2  Ndufab1  Ndufb11  Ndufb7  Ndufa3  Ndufa13  Ndufc1  Ndufv1  Ndufb10  Ndufa7  Ndufs8  Ndufb6  Nme2  Nme1  Uqcc3  Dguok  Aldoa  Pkm
1.39606445492394e-27;57;197;5.88649222065064;GO:0009060 aerobic respiration;http://amigo.geneontology.org/amigo/term/GO:0009060;Cox5a  Sdhd  Sdhb  Cox7c  Mdh2  Mdh1  Ndufv3  Ndufv2  Idh3b  Cox4i1  Ndufv1  Cox6a1  Ndufa7  Uqcrq  Mtfr1l  Suclg1  Gm10053  Uqcr10  Ndufs8  Uqcrh  Ndufb6  Uqcc3  Ndufb2  Ndufs3  Ndufa2  Ndufa1  Ndufa12  Ndufa6  Ndufb4  Ndufa5  Ndufb8  Uqcrc1  Ndufb3  Ndufa8  Ndufb5  Ndufs5  Ndufc2  Ndufab1  Uqcrc2  Ndufb11  Ndufb7  Ndufa3  Ndufa13  Ndufc1  Ndufb10  Cox6c  Uqcrb  Park7  Cox7b  Cox6b1  Nop53  Chchd10  Cox5b  Chchd2  Bnip3  Dguok  Iscu
3.33721752747839e-26;63;256;5.06031787389265;GO:0045333 cellular respiration;http://amigo.geneontology.org/amigo/term/GO:0045333;Cox5a  Sdhd  Sdhb  Cox7c  Mdh2  Mdh1  Ndufa5  Ndufv3  Ndufv2  Idh3b  Cox4i1  Ndufv1  Cox6a1  Ndufa7  Uqcrq  Mtfr1l  Suclg1  Gm10053  Uqcr10  Ndufs8  Uqcrh  Ndufb6  Uqcc3  Ndufb2  Ndufs3  Ndufa2  Ndufa1  Ndufa12  Ndufa6  Ndufb4  Ndufb8  Uqcrc1  Ndufb3  Ndufa8  Ndufb5  Ndufs5  Ndufc2  Ndufab1  Uqcrc2  Ndufb11  Ndufb7  Ndufa3  Ndufa13  Ndufc1  Ndufb10  Etfb  Cox6c  Uqcrb  Ndufs4  Coq10b  Park7  Cox7b  Cox6b1  Nop53  Chchd10  Cox5b  Chchd2  Cisd1  Bnip3  Bax  Prkaca  Dguok  Iscu
4.55744465242075e-23;63;290;4.50684560643564;GO:0046034 ATP metabolic proc.;http://amigo.geneontology.org/amigo/term/GO:0046034;Cox5a  Sdhd  Cox7c  Ndufv3  Ndufv2  Aldoa  Cox4i1  Pkm  Ndufv1  Cox6a1  Ndufa7  Uqcrq  Gapdh  Gm10053  Uqcr10  Ndufs8  Eno3  Uqcrh  Ndufb6  Uqcc3  Ndufb2  Ndufs3  Sdhb  Ndufa2  Ndufa1  Ndufa12  Ndufa6  Ndufb4  Ndufa5  Ndufb8  Uqcrc1  Ndufb3  Ndufa8  Ndufb5  Ndufs5  Ndufc2  Ndufab1  Uqcrc2  Ndufb11  Ndufb7  Ndufa3  Ndufa13  Ndufc1  Ndufb10  Atp1a2  Pgam1  Cox6c  Hspa8  Fis1  Uqcrb  Park7  Cox7b  Cox6b1  Bpgm  Chchd10  Cox5b  Chchd2  Bad  Tspo  Dguok  Guk1  Iscu  Kif5c
2.34936901678128e-22;68;340;4.096447802675;GO:0015980 energy derivation by oxidation of organic compounds;http://amigo.geneontology.org/amigo/term/GO:0015980;Cox5a  Sdhd  Sdhb  Cox7c  Mdh2  Mdh1  Ndufa5  Ndufv3  Ndufv2  Idh3b  Cox4i1  Ndufv1  Cox6a1  Ndufa7  Uqcrq  Mtfr1l  Suclg1  Gm10053  Uqcr10  Ndufs8  Uqcrh  Ndufb6  Uqcc3  Ndufb2  Ndufs3  Ndufa2  Ndufa1  Ndufa12  Ndufa6  Ndufb4  Ndufb8  Uqcrc1  Ndufb3  Ndufa8  Ndufb5  Ndufs5  Ndufc2  Ndufab1  Uqcrc2  Ndufb11  Ndufb7  Ndufa3  Ndufa13  Ndufc1  Ndufb10  Etfb  Cox6c  Uqcrb  Ndufs4  Coq10b  Park7  Cox7b  Cox6b1  Nop53  Ppp1r2  Chchd10  Cox5b  Chchd2  Pomc  Gnas  Mt3  Cisd1  Hmgb1  Bnip3  Bax  Prkaca  Dguok  Iscu
