Enrichment FDR;nGenes;Pathway Genes;Fold Enrichment;Pathway;URL;Genes
9.59075089036599e-61;75;130;10.0013217341152;Path:mmu03010 Ribosome;http://www.genome.jp/kegg-bin/show_pathway?mmu03010;Rpl31  Rplp0  Fau  Rpsa  Rps2  Rpl10a  Rpl18  Rpl19  Rpl21  Rpl22  Mrpl23  Rpl26  Rpl27  Rpl29  Rpl30  Rpl32  Rpl6  Rpl9  Rps14  Rps15  Rps16  Rps17  Rps18  Rps19  Rps24  Rps29  Rps4x  Rps5  Mrpl22  Mrps12  Rps15a  Rpl23a  Rpl12  Rpl8  Rpl13  Rps3  Rpl7a  Rps11  Rpl3  Mrpl17  Rpl17  Rps28  Rplp1  Mrpl12  Rps27  Rpl35a  Rpl34  Mrps14  Rpl23  Mrps16  Mrpl20  Rps23  Rpl15  Rps21  Rpl36al  Rpl11  Rps10  Rpl14  Rplp2  Rpl39  Rps20  Mrpl18  Rpl4  Rps27l  Mrps11  Rpl22l1  Rps13  Rpl24  Mrpl14  Mrpl28  Rps25  Rpl18a  Rps9  Rps27a  Mrpl27
1.14346641400364e-37;51;133;9.09730615918735;Path:mmu00190 Oxidative phosphorylation;http://www.genome.jp/kegg-bin/show_pathway?mmu00190;Ndufb11  Cox6b1  Atp6v0d1  Atp6v1e1  Atp6v0c  Cox4i1  Cox5a  Cox5b  Cox6a1  Cox6c  Cox7c  Ndufa2  Ndufa4  Ndufs4  Ndufv1  Uqcrq  Uqcrc1  Ndufs8  Ndufb6  Ndufa1  Ndufs5  Ndufb5  Ndufa3  Cox7b  Uqcr10  Atp6v1g1  Atp6v1c1  Ndufc1  Ndufa12  Ndufa7  Ndufb3  Uqcrh  Ndufb7  Sdhd  Uqcrc2  Ndufa6  Ndufa13  Ndufb8  Uqcrb  Sdhb  Ndufc2  Ndufb2  Ndufa5  Ndufb10  Ndufs3  Ndufa8  Ndufa11  Ndufab1  Ndufv2  Atp6v1d  Ndufv3
6.33180320214402e-06;10;27;6.86757425742574;Path:mmu03060 Protein export;http://www.genome.jp/kegg-bin/show_pathway?mmu03060;Sec61g  Srp14  Srp9  Sec11a  Sec61b  Sec11c  Immp1l  Spcs2  Spcs1  Sec62
1.17344584442887e-35;65;235;6.42291117600969;Path:mmu05171 Coronavirus disease-COVID-19;http://www.genome.jp/kegg-bin/show_pathway?mmu05171;Rps8  Rpl31  Rplp0  Fau  Rpsa  Rps2  Pik3r1  Rpl10a  Rpl18  Rpl19  Rpl21  Rpl22  Rpl26  Rpl27  Rpl29  Rpl30  Rpl32  Rpl6  Rpl9  Rps14  Rps15  Rps16  Rps17  Rps18  Rps19  Rps24  Rps29  Rps4x  Rps5  Tnfrsf1a  Rps15a  Rpl23a  Rpl12  Rpl8  Rpl13  Rps3  Rpl7a  Rps11  Rpl3  Rpl17  Rps28  Rplp1  Rps27  Rpl35a  Rpl34  Rpl23  Rps23  Rpl15  Rps21  Rpl36al  Rpl11  Rps10  Rpl14  Rplp2  Rpl39  Rps20  Rpl4  Rps27l  Rpl22l1  Rps13  Rpl24  Rps25  Rpl18a  Rps9  Rps27a
8.18239146465001e-24;49;154;5.65564938846826;Path:mmu04932 Non-alcoholic fatty liver disease;http://www.genome.jp/kegg-bin/show_pathway?mmu04932;Ndufb11  Cox6b1  Bax  Socs3  Cox4i1  Cox5a  Cox5b  Cox6a1  Cox6c  Cox7c  Ndufa2  Ndufa4  Ndufs4  Ndufv1  Pik3r1  Tnfrsf1a  Uqcrq  Uqcrc1  Ndufs8  Ndufb6  Ndufa1  Ndufs5  Ndufb5  Ndufa3  Cox7b  Uqcr10  Ndufc1  Ndufa12  Ndufa7  Ndufb3  Uqcrh  Ndufb7  Sdhd  Uqcrc2  Ndufa6  Ndufa13  Ndufb8  Uqcrb  Sdhb  Ndufc2  Ndufb2  Ndufa5  Ndufb10  Ndufs3  Ndufa8  Ndufa11  Ndufab1  Ndufv2  Ndufv3
4.00504865484562e-37;77;266;5.62556614704024;Path:mmu05020 Prion disease;http://www.genome.jp/kegg-bin/show_pathway?mmu05020;Ndufb11  Cox6b1  Slc25a4  Bad  Bax  Cox4i1  Cox5a  Cox5b  Cox6a1  Cox6c  Cox7c  Csnk2b  Hspa8  Kif5c  Psmd7  Ncam1  Ndufa2  Ndufa4  Ndufs4  Ndufv1  Pik3r1  Prkaca  Prnp  Psma2  Psmb4  Psmb5  Psmb6  Psmb7  Psmc2  Psmc3  Sem1  Sod1  Creb3l2  Stip1  Tuba1b  Uqcrq  Uqcrc1  Vdac1  Vdac2  Vdac3  Ndufs8  Ndufb6  Psma4  Psma5  Psma7  Psmb2  Ndufa1  Psmd8  Ndufs5  Ndufb5  Ndufa3  Cox7b  Uqcr10  Ndufc1  Ndufa12  Ndufa7  Ndufb3  Uqcrh  Ndufb7  Sdhd  Psmd12  Uqcrc2  Ndufa6  Ndufa13  Ndufb8  Uqcrb  Sdhb  Ndufc2  Ndufb2  Ndufa5  Ndufb10  Ndufs3  Ndufa8  Ndufa11  Ndufab1  Ndufv2  Ndufv3
7.43434993420063e-37;77;262;5.56634966128192;Path:mmu05012 Parkinson disease;http://www.genome.jp/kegg-bin/show_pathway?mmu05012;Ndufb11  Camk2d  Cox6b1  Slc25a4  Bax  Calm2  Cox4i1  Cox5a  Cox5b  Cox6a1  Cox6c  Cox7c  Gnas  Kif5c  Psmd7  Ndufa2  Ndufa4  Ndufs4  Ndufv1  Prkaca  Psma2  Psmb4  Psmb5  Psmb6  Psmb7  Psmc2  Psmc3  Sem1  Sod1  Tuba1b  Ubc  Uchl1  Uqcrq  Uqcrc1  Vdac1  Vdac2  Vdac3  Ndufs8  Ndufb6  Psma4  Psma5  Psma7  Psmb2  Ndufa1  Txn2  Psmd8  Park7  Ndufs5  Ndufb5  Ndufa3  Cox7b  Uqcr10  Ndufc1  Ndufa12  Ndufa7  Ndufb3  Uqcrh  Ndufb7  Sdhd  Psmd12  Uqcrc2  Ndufa6  Ndufa13  Ndufb8  Uqcrb  Sdhb  Ndufc2  Ndufb2  Ndufa5  Ndufb10  Ndufs3  Ndufa8  Ndufa11  Ndufab1  Ndufv2  Rps27a  Ndufv3
6.32254811863233e-25;54;204;5.37462333189841;Path:mmu05415 Diabetic cardiomyopathy;http://www.genome.jp/kegg-bin/show_pathway?mmu05415;Ndufb11  Camk2d  Cox6b1  Slc25a4  Cox4i1  Cox5a  Cox5b  Cox6a1  Cox6c  Cox7c  Gapdh  Ndufa2  Ndufa4  Ndufs4  Ndufv1  Pik3r1  Uqcrq  Uqcrc1  Vdac1  Vdac2  Vdac3  Ndufs8  Ndufb6  Ndufa1  Mpc1  Ndufs5  Ndufb5  Ndufa3  Cox7b  Uqcr10  Ndufc1  Ndufa12  Ndufa7  Ndufb3  Uqcrh  Ndufb7  Sdhd  Uqcrc2  Ndufa6  Ndufa13  Ndufb8  Uqcrb  Sdhb  Ndufc2  Ndufb2  Ndufa5  Ndufb10  Ndufs3  Ndufa8  Ndufa11  Ndufab1  Mpc2  Ndufv2  Ndufv3
1.89055355467096e-07;16;47;5.36005795701521;Path:mmu03050 Proteasome;http://www.genome.jp/kegg-bin/show_pathway?mmu03050;Psmd7  Psma2  Psmb4  Psmb5  Psmb6  Psmb7  Psmc2  Psmc3  Sem1  Psma4  Psma5  Psma7  Psmb2  Psmd8  Pomp  Psmd12
3.19758750787495e-23;55;220;4.90541018387553;Path:mmu05208 Chemical carcinogenesis-reactive oxygen species;http://www.genome.jp/kegg-bin/show_pathway?mmu05208;Ndufb11  Cox6b1  Slc25a4  Bad  Cox4i1  Cox5a  Cox5b  Cox6a1  Cox6c  Cox7c  Ndufa2  Ndufa4  Ndufs4  Ndufv1  Pik3r1  Sod1  Uqcrq  Uqcrc1  Vdac1  Vdac2  Vdac3  Ndufs8  Ndufb6  Map2k2  Ndufa1  Akr1a1  Ndufs5  Ndufb5  Ndufa3  Cox7b  Uqcr10  Ndufc1  Ndufa12  Ndufa7  Mgst3  Ndufb3  Uqcrh  Ndufb7  Sdhd  Uqcrc2  Ndufa6  Ndufa13  Ndufb8  Uqcrb  Sdhb  Ndufc2  Ndufb2  Ndufa5  Ndufb10  Ndufs3  Ndufa8  Ndufa11  Ndufab1  Ndufv2  Ndufv3
